~VERSION INFORMATION 
 VERS. 2.0: CWLS LOG ASCII STANDARD -VERSION 2.0 
 WRAP.  No: SINGLE LINE PER DEPTH STEP
~WELL INFORMATION BLOCK 
#MNEM.UNIT			     DATA			   DESCRIPTION OF MNEMONIC
#----------------------------------------------------------------------
 STRT.m                       1200.00                  : Start Depth
 STOP.m                       2069.25                  : Stop  Depth
 STEP.m                       0.25                     : Step  Depth
 NULL.                   -999.25                       : Null value
 COMP.                   PEAK PETROLEUM                : Company Name
 WELL.                   BILABRI D4                    : Well Name
 PATH.                   Original Path                 : Path Name
 FLD.                    BILABRI                       : Field Name
 LOC.                    BILABRI                       : Location
 PROV.                   Unused                        : Province
 SRVC.                   BAKER HUGHES INTEQ            : Service Company Name
 Date.DD/MM/YYYY         20/12/2006                    : Date
 UWI.                                                  : Unique Well ID
 TIMEZONE.Hrs            0                   : Time zone difference from GMT 
~CURVE INFORMATION
#MNEM.UNIT                 CURVE INFORMATION
#
#----------------------------------------------------------------------
DEPTH.m                                      :   0 Depth Hole
TVD.m                                        :   1 True Vertical Depth
ROP_AVG.m/hr                                 :   2 Depth Averaged ROP
GR1AX.API                                    :   3 Gamma Ray - Apparent - Detector 1
RACLX.ohm.m                                  :   4 Resistivity Attenuation - Corrected - 400kHz
RPCHX.ohm.m                                  :   5 Resistivity Phase - Corrected - 2MHz
TCDX.degF                                    :   6 Downhole Temperature
#----------------------------------------------------------------------
~O
Disclaimer
Baker Hughes INTEQ does not guarantee the accuracy  or correctness
of  interpretations  provided  in  or  from this  data. Since  all
interpretations  are  opinions based on measurements, Baker Hughes
INTEQ  shall  under no  circumstances   be  held  responsible  for
consequential damages or any other loss, costs, damages or expenses
incurred  or  sustained  in  connection  with  the use of any such
interpretations. Baker  Hughes INTEQ  disclaims  all expressed and
implied  warranties  related to  its  service which is governed by
Baker Hughes INTEQ's standard terms and conditions.
#----------------------------------------------------------------------
~A
  1934.25        1855.29         46.63         94.3          14.985        36.431       171.1  
  1934.50        1855.54         46.64         68.8          17.922        39.390       171.1  
  1934.75        1855.78         39.10         34.4          20.813        42.301       171.2  
  1935.00        1855.88         34.55         39.6          23.704        45.213       171.3  
  1935.25        1856.02         28.39         45.6          25.659        47.181       171.3  
  1935.50        1856.26         23.36         51.6          29.822        47.807       171.4  
  1935.75        1856.50         23.04         57.7          32.967        48.280       171.4  
  1936.00        1856.74         22.83         61.3          34.542        48.517       171.5  
  1936.25        1856.87         22.68         49.8          39.354        49.893       171.5  
  1936.50        1856.99         22.54         39.6          42.643        47.253       171.6  
  1936.75        1857.23         30.25         39.4          46.725        43.976       171.6  
  1937.00        1857.47         40.70         39.1          50.825        40.685       171.7  
  1937.25        1857.71         53.66         36.6          55.441        55.308       171.7  
  1937.50        1857.95         61.66         30.7          57.409        55.715       171.8  
  1937.75        1858.06         62.71         33.6          60.245        56.301       171.8  
  1938.00        1858.19         63.99         42.0          63.115        56.894       171.9  
  1938.25        1858.44         53.70         37.7          65.143        69.004       171.9  
  1938.50        1858.68         29.18         29.5          67.195        82.857       172.0  
  1938.75        1858.92         26.42         23.1          69.248        87.916       172.1  
  1939.00        1859.05         23.74         24.4          71.300        93.735       172.1  
  1939.25        1859.16         21.54         25.4          73.608       100.280       172.2  
  1939.50        1859.40         22.13         25.9          78.097       101.311       172.2  
  1939.75        1859.64         25.68         22.5          77.678       101.591       172.3  
  1940.00        1859.89         27.45         20.8          77.038       102.018       172.3  
  1940.25        1860.13         32.70         21.1          76.533       102.355       172.4  
  1940.50        1860.24         34.42         21.2          75.916        98.973       172.4  
  1940.75        1860.37         36.36         18.9          75.406        94.121       172.5  
  1941.00        1860.61         36.05         21.7          75.038        90.624       172.5  
  1941.25        1860.85         38.21         31.6          71.267        78.203       172.6  
  1941.50        1861.09         42.62         47.2          69.671        72.948       172.6  
  1941.75        1861.23         40.32         50.3          65.147        67.054       172.7  
  1942.00        1861.34         38.59         55.3          62.150        63.149       172.8  
  1942.25        1861.58         29.89         58.0          58.598        52.772       172.8  
  1942.50        1861.82         23.23         64.6          55.359        53.462       172.9  
  1942.75        1862.06         20.16         66.9          51.462        54.292       172.9  
  1943.00        1862.30         19.05         44.3          49.122        54.791       173.0  
  1943.25        1862.42         18.93         36.1          45.230        55.831       173.0  
  1943.50        1862.54         18.82         29.2          39.839        55.538       173.1  
  1943.75        1862.79         20.42         25.6          35.617        55.308       173.1  
  1944.00        1863.03         25.32         24.1          31.671        51.149       173.2  
  1944.25        1863.27         29.82         21.7          29.173        48.517       173.2  
  1944.50        1863.51         30.83         25.8          26.187        29.560       173.3  
  1944.75        1863.61         31.18         37.3          24.636        19.715       173.3  
  1945.00        1863.75         31.68         39.3          23.469         9.821       173.4  
  1945.25        1863.99         28.42         43.4          20.058        18.828       173.4  
  1945.50        1864.24         19.03         28.3          18.308        22.419       173.5  
  1945.75        1864.48         22.28         55.6           8.896        22.419       173.6  
  1946.00        1864.60         23.79         64.0           8.978        20.861       173.6  
  1946.25        1864.72         25.21         70.2           9.104        19.552       173.7  
  1946.50        1864.96         28.93         71.9           9.230        18.243       173.7  
  1946.75        1865.20         30.62         73.2           9.356        16.934       173.8  
  1947.00        1865.44         33.20         74.4           9.482        15.625       173.8  
  1947.25        1865.69         32.83         75.7           9.609        14.316       173.9  
  1947.50        1865.79         32.44         77.0           9.735        13.008       173.9  
  1947.75        1865.93         31.93         78.3           9.861        11.699       174.0  
  1948.00        1866.17         30.45         79.5           9.996        10.291       174.0  
  1948.25        1866.41         27.42         80.8           9.014         9.533       174.1  
  1948.50        1866.65         22.78         82.1           8.494         8.713       174.1  
  1948.75        1866.78         22.25         83.0           7.819         7.989       174.2  
  1949.00        1866.90         21.79         79.7           6.730         7.450       174.3  
  1949.25        1867.14         22.47         92.4           6.096         7.018       174.3  
  1949.50        1867.38         23.46         86.3           5.606         6.810       174.4  
  1949.75        1867.62         25.75         76.8           4.653         5.914       174.4  
  1950.00        1867.86         25.28         85.8           4.260         5.283       174.5  
  1950.25        1867.97         25.85         79.2           3.794         4.413       174.5  
  1950.50        1868.10         26.52         72.6           3.369         4.329       174.6  
  1950.75        1868.35         25.98         72.6           2.858         3.677       174.6  
  1951.00        1868.59         25.85         74.0           2.481         3.196       174.7  
  1951.25        1868.83         24.52         74.8           1.966         2.538       174.7  
  1951.50        1868.96         24.37         76.4           1.808         2.219       174.8  
  1951.75        1869.07         24.26         78.0           1.557         1.715       174.8  
  1952.00        1869.31         25.06         79.6           1.307         1.211       174.9  
  1952.25        1869.55         24.88         81.1           1.160         0.916       174.9  
  1952.50        1869.80         25.25         82.5           1.070         0.857       175.0  
  1952.75        1870.04         23.82         75.4           1.006         0.815       175.1  
  1953.00        1870.15         22.51         79.2           0.943         0.788       175.1  
  1953.25        1870.28         21.08         83.9           0.870         0.797       175.2  
  1953.50        1870.52         17.80         90.5           0.859         0.809       175.2  
  1953.75        1870.76         16.64         90.6           0.847         0.823       175.3  
  1954.00        1870.95         15.70         90.8           0.834         0.837       175.3  
  1954.25        1871.15         14.69         91.0           0.822         0.851       175.0  
  1954.50        1871.34         13.68         89.9           0.810         0.865       174.7  
  1954.75        1871.49         12.94         88.0           0.796         0.858       174.3  
  1955.00        1871.73         12.70         85.3           0.788         0.855       174.0  
  1955.25        1871.97         13.50         86.1           0.748         0.703       173.7  
  1955.50        1872.21         20.28         87.7           0.722         0.607       173.3  
  1955.75        1872.33         20.96         88.6           0.709         0.675       173.0  
  1956.00        1872.45         21.63         85.8           0.702         0.711       172.6  
  1956.25        1872.70         21.15         84.1           0.681         0.770       172.6  
  1956.50        1872.94         18.06         81.3           0.679         0.727       172.7  
  1956.75        1873.18         20.12         80.4           0.673         0.698       172.8  
  1957.00        1873.42         17.54         83.0           0.669         0.680       172.8  
  1957.25        1873.52         16.86         81.5           0.670         0.574       172.9  
  1957.50        1873.66         15.94         78.9           0.673         0.609       172.9  
  1957.75        1873.91         11.62         77.3           0.676         0.649       173.0  
  1958.00        1874.15         10.82         83.4           0.692         0.681       173.1  
  1958.25        1874.39         11.43         74.8           0.707         0.711       173.1  
  1958.50        1874.52         11.90         71.2           0.723         0.741       173.2  
  1958.75        1874.63         12.32         71.9           0.738         0.771       173.3  
  1959.00        1874.87         15.93         72.4           0.753         0.801       173.3  
  1959.25        1875.11         35.01         72.8           0.776         0.845       173.4  
  1959.50        1875.36         41.41         73.3           0.782         0.829       173.4  
  1959.75        1875.60         60.65         73.8           0.792         0.800       173.5  
  1960.00        1875.71         68.59         74.5           0.803         0.770       173.6  
  1960.25        1875.84         78.44         76.9           0.818         0.759       173.6  
  1960.50        1876.08         47.70         81.0           0.828         0.753       173.7  
  1960.75        1876.32         35.21         83.9           0.776         0.812       173.7  
  1961.00        1876.57         34.79         80.0           0.722         0.875       173.8  
  1961.25        1876.70         34.66         77.8           0.755         0.891       173.9  
  1961.50        1876.81         34.55         79.6           0.820         0.924       173.9  
  1961.75        1877.05         35.97         81.0           0.868         0.949       174.0  
  1962.00        1877.29         40.28         82.4           0.858         0.942       174.0  
  1962.25        1877.53         56.13         83.9           0.850         0.936       174.1  
  1962.50        1877.77         52.90         85.3           0.842         0.931       174.2  
  1962.75        1877.89         47.96         86.3           0.836         0.927       174.2  
  1963.00        1878.02         42.35         85.4           0.825         0.851       174.3  
  1963.25        1878.26         39.46         84.7           0.816         0.797       174.3  
  1963.50        1878.50         36.35         84.4           0.807         0.812       174.4  
  1963.75        1878.74         29.55         76.0           0.797         0.826       174.5  
  1964.00        1878.88         28.42         68.8           0.785         0.845       174.5  
  1964.25        1878.98         27.57         69.4           0.785         0.821       174.6  
  1964.50        1879.23         25.51         70.2           0.784         0.779       174.6  
  1964.75        1879.47         18.73         71.2           0.788         0.781       174.7  
  1965.00        1879.71         19.32         72.8           0.792         0.784       174.8  
  1965.25        1879.95         21.46         74.9           0.796         0.786       174.8  
  1965.50        1880.07         21.36         76.8           0.800         0.788       174.9  
  1965.75        1880.19         21.25         75.1           0.814         0.825       174.9  
  1966.00        1880.43         22.12         73.5           0.824         0.831       175.0  
  1966.25        1880.68         25.11         72.6           0.838         0.839       175.1  
  1966.50        1880.92         31.24         71.2           0.847         0.845       175.1  
  1966.75        1881.16         36.73         78.6           0.860         0.899       175.2  
  1967.00        1881.26         37.62         89.6           0.868         0.938       175.3  
  1967.25        1881.40         38.89         87.7           0.870         0.925       175.3  
  1967.50        1881.64         34.84         84.0           0.872         0.913       175.4  
  1967.75        1881.89         29.49         78.7           0.875         0.895       175.4  
  1968.00        1882.13         28.18         77.5           0.873         0.889       175.5  
  1968.25        1882.25         28.30         75.4           0.868         0.875       175.5  
  1968.50        1882.37         28.42         72.6           0.865         0.861       175.5  
  1968.75        1882.61         29.16         73.4           0.860         0.842       175.6  
  1969.00        1882.85         30.60         74.6           0.853         0.816       175.6  
  1969.25        1883.09         30.90         75.9           0.856         0.832       175.7  
  1969.50        1883.34         35.98         77.1           0.862         0.865       175.7  
  1969.75        1883.44         38.69         78.7           0.868         0.880       175.8  
  1970.00        1883.58         42.21         79.0           0.877         0.900       175.8  
  1970.25        1883.82         45.13         79.7           0.888         0.927       175.9  
  1970.50        1884.06         43.11         79.5           0.891         0.930       175.9  
  1970.75        1884.30         40.45         79.1           0.896         0.938       176.0  
  1971.00        1884.43         39.86         78.7           0.887         0.935       176.0  
  1971.25        1884.55         39.35         79.5           0.875         0.931       176.1  
  1971.50        1884.79         38.73         80.6           0.863         0.927       176.1  
  1971.75        1885.03         35.46         74.8           0.839         0.865       176.2  
  1972.00        1885.27         35.36         67.5           0.821         0.841       176.2  
  1972.25        1885.51         37.05         62.7           0.796         0.805       176.3  
  1972.50        1885.62         37.98         57.1           0.777         0.779       176.3  
  1972.75        1885.76         39.09         60.4           0.756         0.788       176.3  
  1973.00        1886.00         39.45         65.5           0.721         0.734       176.4  
  1973.25        1886.24         39.15         68.8           0.705         0.711       176.4  
  1973.50        1886.48         37.14         67.6           0.700         0.727       176.5  
  1973.75        1886.62         36.41         66.0           0.696         0.725       176.5  
  1974.00        1886.72         35.84         68.8           0.692         0.721       176.6  
  1974.25        1886.96         14.35         69.3           0.689         0.717       176.6  
  1974.50        1887.21         19.24         69.8           0.685         0.714       176.7  
  1974.75        1887.45         24.27         70.2           0.681         0.710       176.7  
  1975.00        1887.69         31.21         70.7           0.677         0.706       176.8  
  1975.25        1887.81         32.65         71.2           0.674         0.702       176.8  
  1975.50        1887.93         34.22         71.7           0.670         0.699       176.9  
  1975.75        1888.17         36.09         72.1           0.667         0.695       176.9  
  1976.00        1888.42         37.21         72.6           0.676         0.691       177.0  
  1976.25        1888.66         37.09         73.1           0.682         0.687       177.0  
  1976.50        1888.80         36.81         73.5           0.688         0.684       177.1  
  1976.75        1888.90         36.61         74.0           0.694         0.680       177.1  
  1977.00        1889.14         35.95         71.7           0.701         0.735       177.1  
  1977.25        1889.38         35.09         69.5           0.708         0.745       177.2  
  1977.50        1889.63         36.05         67.4           0.718         0.759       177.2  
  1977.75        1889.87         36.71         71.5           0.728         0.772       177.3  
  1978.00        1889.99         35.69         76.8           0.738         0.786       177.3  
  1978.25        1890.11         34.69         76.3           0.747         0.797       177.4  
  1978.50        1890.35         34.24         75.4           0.757         0.767       177.4  
  1978.75        1890.59         34.16         74.5           0.767         0.735       177.5  
  1979.00        1890.84         31.92         73.6           0.771         0.745       177.5  
  1979.25        1891.08         30.86         73.1           0.777         0.757       177.6  
  1979.50        1891.18         30.52         75.7           0.782         0.770       177.6  
  1979.75        1891.32         30.05         76.8           0.789         0.788       177.7  
  1980.00        1891.56         29.96         77.6           0.790         0.795       177.7  
  1980.25        1891.80         28.85         78.1           0.790         0.807       177.8  
  1980.50        1892.04         26.88         78.7           0.791         0.825       177.8  
  1980.75        1892.17         25.40         78.5           0.794         0.824       177.9  
  1981.00        1892.29         24.05         78.1           0.798         0.822       177.9  
  1981.25        1892.53         23.09         77.8           0.802         0.820       177.9  
  1981.50        1892.77         20.51         77.5           0.807         0.819       178.0  
  1981.75        1893.01         13.77         77.3           0.813         0.816       178.0  
  1982.00        1893.25         14.08         77.1           0.821         0.854       178.0  
  1982.25        1893.36         14.43         77.0           0.835         0.916       178.0  
  1982.50        1893.56         15.07         76.8           0.848         0.897       178.0  
  1982.75        1893.76         15.71         74.9           0.862         0.877       178.0  
  1983.00        1893.96         16.36         71.7           0.876         0.857       178.0  
  1983.25        1894.16         17.00         73.5           0.884         0.845       178.0  
  1983.50        1894.35         17.64         76.3           0.913         0.865       178.0  
  1983.75        1894.46         18.00         79.7           0.931         0.898       178.0  
  1984.00        1894.71         19.20         86.3           0.946         0.927       178.0  
  1984.25        1894.95         17.21         88.7           0.956         0.966       178.0  
  1984.50        1895.19         27.67         92.0           0.969         1.017       178.0  
  1984.75        1895.43         34.60         95.7           0.977         0.998       178.0  
  1985.00        1895.54         37.75         94.2           0.989         0.971       178.0  
  1985.25        1895.67         41.34         92.9           0.992         0.966       178.0  
  1985.50        1895.92         52.42         90.1           0.996         0.960       178.0  
  1985.75        1896.16         68.36         87.7           1.000         0.980       178.0  
  1986.00        1896.40         45.02         91.7           1.005         0.997       178.0  
  1986.25        1896.54         53.00         97.1           1.010         1.017       178.0  
  1986.50        1896.64         59.07         96.5           1.019         1.053       178.0  
  1986.75        1896.88         46.47         95.5           1.018         1.056       178.0  
  1987.00        1897.12         40.96         94.7           1.018         1.060       178.0  
  1987.25        1897.37         45.94         88.6           1.017         1.065       178.0  
  1987.50        1897.61         41.50         89.9           1.017         1.070       178.0  
  1987.75        1897.73         42.95         91.5           1.016         1.074       178.0  
  1988.00        1897.85         44.46         93.1           1.016         1.078       178.0  
  1988.25        1898.09         43.99         94.6           1.330         1.055       178.0  
  1988.50        1898.33         43.92         96.2           1.568         1.039       178.0  
  1988.75        1898.58         48.83         97.8           1.805         1.022       178.0  
  1989.00        1898.82         51.93         99.4           2.037         1.005       178.0  
  1989.25        1898.92         52.74        100.9           1.684         1.009       178.0  
  1989.50        1899.06         53.91         96.3           1.340         1.013       178.0  
  1989.75        1899.30         56.64         90.0           1.018         1.017       178.0  
  1990.00        1899.54         54.26         91.3           1.023         1.015       178.0  
  1990.25        1899.79         45.80         93.8           1.028         1.012       178.0  
  1990.50        1899.91         43.83         94.2           1.033         1.010       178.0  
  1990.75        1900.03         41.95         94.7           1.038         1.007       178.0  
  1991.00        1900.27         38.20         95.2           1.042         1.005       178.0  
  1991.25        1900.51         36.81         95.7           1.048         1.025       178.0  
  1991.50        1900.75         38.02         96.2           1.053         1.043       178.0  
  1991.75        1901.00         28.77         96.7           1.060         1.065       178.0  
  1992.00        1901.10         29.96         97.1           1.074         1.078       178.0  
  1992.25        1901.24         31.50        104.3           1.078         1.078       178.0  
  1992.50        1901.48         29.69        108.9           1.085         1.078       178.0  
  1992.75        1901.72         27.24         98.9           1.093         1.078       178.0  
  1993.00        1901.96         26.01         93.8           1.098         1.116       178.0  
  1993.25        1902.09         25.85        105.1           1.100         1.114       178.0  
  1993.50        1902.20         25.71        102.5           1.101         1.112       178.0  
  1993.75        1902.45         32.09         97.8           1.103         1.110       178.0  
  1994.00        1902.69         35.14         94.7           1.105         1.108       178.0  
  1994.25        1902.93         40.31         96.4           1.107         1.106       178.0  
  1994.50        1903.17         35.89         97.6           1.109         1.103       178.0  
  1994.75        1903.28         33.14         98.8           1.109         1.098       178.0  
  1995.00        1903.41         29.86        100.4           1.108         1.090       178.0  
  1995.25        1903.66         23.86         92.8           1.105         1.084       178.0  
  1995.50        1903.88         28.20         80.4           1.102         1.078       178.0  
  1995.75        1904.14         33.34         68.0           1.100         1.071       178.0  
  1996.00        1904.27         32.59         55.6           1.097         1.065       178.0  
  1996.25        1904.38         32.00         43.2           1.094         1.058       178.0  
  1996.50        1904.62         28.58         27.4           1.092         1.053       178.0  
  1996.75        1904.87         22.30         47.5           1.080         1.075       178.0  
  1997.00        1905.11         22.90         75.5           1.072         1.090       178.0  
  1997.25        1905.35         25.60        102.3           1.066         1.059       178.0  
  1997.50        1905.47         23.16         92.4           1.060         1.029       178.0  
  1997.75        1905.59         20.50         93.7           1.051         1.053       178.0  
  1998.00        1905.83         28.52         96.4           1.042         1.078       178.0  
  1998.25        1906.08         27.30         98.5           1.039         1.062       178.0  
  1998.50        1906.32         26.34         97.4           1.036         1.049       178.0  
  1998.75        1906.46         28.37         96.6           1.035         1.041       178.0  
  1999.00        1906.56         29.84         96.2           1.049         1.017       178.0  
  1999.25        1906.80         26.08         95.7           1.047         1.060       178.0  
  1999.50        1907.04         28.21         96.7           1.048         1.090       177.9  
  1999.75        1907.29         30.09         98.0           1.056         1.091       177.9  
  2000.00        1907.53         30.31         97.1           1.065         1.111       177.9  
  2000.25        1907.65         29.70         98.1           1.073         1.131       177.8  
  2000.50        1907.77         29.09         98.5           1.078         1.142       177.8  
  2000.75        1908.01         27.99         99.6           1.104         1.133       177.7  
  2001.00        1908.25         27.07        100.4           1.117         1.129       177.7  
  2001.25        1908.49         25.26        100.9           1.189         1.110       177.6  
  2001.50        1908.74         27.51        102.8           1.246         1.095       177.6  
  2001.75        1908.84         29.20        104.6           1.313         1.078       177.5  
  2002.00        1908.98         31.51         98.1           1.542         1.071       177.5  
  2002.25        1909.24         31.77         88.8           1.768         1.065       177.4  
  2002.50        1909.46         32.00         78.7           2.060         2.330       177.4  
  2002.75        1909.70         25.60         37.7           2.611         5.806       177.3  
  2003.00        1909.83         42.98         35.8           3.145         9.284       177.3  
  2003.25        1909.95         58.88         33.5           4.385        19.892       177.2  
  2003.50        1910.19         48.37         21.2           4.286        18.739       177.2  
  2003.75        1910.43         41.94         19.8           4.168        17.369       177.1  
  2004.00        1910.67         86.20         20.2           4.051        15.998       177.1  
  2004.25        1910.91         61.36         20.6           3.933        14.628       177.1  
  2004.50        1911.02         55.72         21.0           3.816        13.258       177.0  
  2004.75        1911.16         48.64         21.3           3.698        11.887       177.0  
  2005.00        1911.40         46.18         21.7           3.581        10.517       176.9  
  2005.25        1911.64         41.05         22.0           3.463         9.146       176.9  
  2005.50        1911.88         33.17         22.4           3.346         7.776       176.8  
  2005.75        1912.01         32.12         22.7           3.228         6.406       176.8  
  2006.00        1912.12         31.24         23.1           3.168         5.697       176.7  
  2006.25        1912.36         32.25         23.4           2.660         4.983       176.7  
  2006.50        1912.61         32.00         23.8           2.317         4.501       176.6  
  2006.75        1912.85         32.84         24.1           1.975         4.019       176.6  
  2007.00        1913.09         31.14         24.5           1.633         3.538       176.5  
  2007.25        1913.20         30.70         24.8           1.290         3.056       176.5  
  2007.50        1913.33         30.19         25.2           0.871         2.574       176.4  
  2007.75        1913.57         19.32         25.6           0.830         2.092       176.4  
  2008.00        1913.82         24.56         25.9           0.778         1.611       176.4  
  2008.25        1914.06         25.07         26.3           0.725         1.129       176.3  
  2008.50        1914.20         29.30         26.6           0.674         0.657       176.3  
  2008.75        1914.30         32.52         26.9           0.682         0.668       176.2  
  2009.00        1914.54         37.90         27.0           0.689         0.680       176.2  
  2009.25        1914.78         39.25         27.0           0.696         0.691       176.1  
  2009.50        1915.03         39.11         27.1           0.704         0.703       176.1  
  2009.75        1915.27         39.31         27.1           0.714         0.719       176.0  
  2010.00        1915.39         38.77         27.2           0.739         0.730       176.0  
  2010.25        1915.51         38.21         27.2           0.779         0.749       175.9  
  2010.50        1915.75         31.04         27.3           0.825         0.770       175.9  
  2010.75        1915.99         16.49         27.4           0.849         0.841       175.8  
  2011.00        1916.23         18.67         37.2           0.878         0.924       175.8  
  2011.25        1916.38         18.16         47.7           0.907         1.007       175.7  
  2011.50        1916.48         17.81         58.2           0.949         1.129       175.7  
  2011.75        1916.72         11.10         65.1           0.948         1.082       175.7  
  2012.00        1916.96         31.68         49.3           0.947         0.995       175.6  
  2012.25        1917.20         26.50         37.6           0.945         0.909       175.6  
  2012.50        1917.44         18.82         28.3           0.944         0.835       175.5  
  2012.75        1917.57         39.13         41.7           0.944         0.885       175.5  
  2013.00        1917.69         58.61         52.7           0.945         0.929       175.4  
  2013.25        1917.93         47.00         67.9           0.945         0.973       175.4  
  2013.50        1918.17         56.85         65.3           0.946         1.017       175.3  
  2013.75        1918.41         67.02         61.1           0.947         1.078       175.4  
  2014.00        1918.65         75.24         56.9           0.936         1.004       175.4  
  2014.25        1918.76         72.78         52.7           0.918         0.883       175.5  
  2014.50        1918.90         69.55         48.4           0.907         0.807       175.5  
  2014.75        1919.14         62.10         44.2           0.880         0.780       175.6  
  2015.00        1919.38         57.23         40.0           0.861         0.760       175.6  
  2015.25        1919.62         67.35         35.8           0.842         0.741       175.7  
  2015.50        1919.75         78.27         30.2           0.820         0.719       175.7  
  2015.75        1919.86         87.85         29.3           0.798         0.740       175.8  
  2016.00        1920.10         58.00         27.9           0.773         0.764       175.8  
  2016.25        1920.35         57.00         25.9           0.756         0.779       175.9  
  2016.50        1920.59         83.35         26.3           0.746         0.758       176.0  
  2016.75        1920.83         65.22         26.9           0.739         0.742       176.0  
  2017.00        1920.94         62.30         27.5           0.731         0.726       176.1  
  2017.25        1921.07         58.79         27.8           0.724         0.711       176.1  
  2017.50        1921.31         57.25         30.2           0.723         0.752       176.2  
  2017.75        1921.56         56.55         31.9           0.722         0.779       176.2  
  2018.00        1921.80         58.14         33.0           0.720         0.745       176.3  
  2018.25        1921.93         59.20         25.1           0.719         0.719       176.3  
  2018.50        1922.04         60.05         21.7           0.709         0.727       176.4  
  2018.75        1922.28         60.22         26.9           0.707         0.703       176.4  
  2019.00        1922.52         59.90         27.8           0.706         0.680       176.5  
  2019.25        1922.77         59.63         27.3           0.704         0.698       176.5  
  2019.50        1923.01         49.38         26.4           0.702         0.719       176.6  
  2019.75        1923.12         47.38         25.5           0.696         0.712       176.6  
  2020.00        1923.25         45.18         24.6           0.689         0.704       176.7  
  2020.25        1923.49         47.43         23.1           0.682         0.696       176.7  
  2020.50        1923.73         52.31         23.2           0.674         0.687       176.8  
  2020.75        1923.97         56.65         23.3           0.668         0.691       176.8  
  2021.00        1924.11         52.72         23.4           0.661         0.696       176.9  
  2021.25        1924.22         49.84         23.5           0.651         0.703       176.9  
  2021.50        1924.51         33.25         23.6           0.652         0.701       177.0  
  2021.75        1924.70         22.60         22.5           0.653         0.698       177.1  
  2022.00        1924.94         29.16         21.4           0.655         0.695       177.1  
  2022.25        1925.18         37.27         20.8           0.656         0.691       177.2  
  2022.50        1925.30         42.06         14.8           0.674         0.687       177.2  
  2022.75        1925.43         46.88         10.5           0.683         0.694       177.3  
  2023.00        1925.67         53.67         13.7           0.694         0.702       177.3  
  2023.25        1925.91         55.01         22.4           0.705         0.711       177.4  
  2023.50        1926.15         58.43         25.7           0.728         0.725       177.4  
  2023.75        1926.39         48.06         29.0           0.745         0.735       177.5  
  2024.00        1926.49         48.31         32.1           0.756         0.818       177.5  
  2024.25        1926.63         48.65         28.9           0.764         0.881       177.6  
  2024.50        1926.88         50.17         26.4           0.774         0.949       177.6  
  2024.75        1927.12         48.65         25.4           0.773         0.896       177.7  
  2025.00        1927.36         48.43         24.6           0.772         0.839       177.7  
  2025.25        1927.49         47.25         24.1           0.771         0.807       177.8  
  2025.50        1927.60         46.17         23.4           0.747         0.775       177.8  
  2025.75        1927.84         40.10         22.7           0.730         0.753       177.9  
  2026.00        1928.09         34.94         22.7           0.722         0.748       177.9  
  2026.25        1928.33         31.25         22.7           0.715         0.744       178.0  
  2026.50        1928.57         25.70         22.7           0.718         0.754       178.0  
  2026.75        1928.68         24.27         23.1           0.720         0.764       178.1  
  2027.00        1928.81         22.46         23.5           0.722         0.773       178.2  
  2027.25        1929.05         26.27         23.9           0.725         0.783       178.2  
  2027.50        1929.29         36.54         24.3           0.726         0.788       178.3  
  2027.75        1929.54         39.86         24.7           0.731         0.825       178.3  
  2028.00        1929.67         37.08         25.0           0.737         0.813       178.4  
  2028.25        1929.78         34.73         20.8           0.740         0.807       178.4  
  2028.50        1930.02         38.97         20.1           0.731         0.791       178.5  
  2028.75        1930.26         43.00         18.9           0.724         0.779       178.5  
  2029.00        1930.50         50.39         20.4           0.705         0.707       178.6  
  2029.25        1930.74         52.79         23.1           0.695         0.684       178.6  
  2029.50        1930.86         50.13         19.4           0.679         0.735       178.7  
  2029.75        1930.99         47.05         20.5           0.672         0.703       178.7  
  2030.00        1931.23         43.11         22.7           0.670         0.691       178.8  
  2030.25        1931.47         41.11         25.5           0.669         0.695       178.8  
  2030.50        1931.71         41.42         28.1           0.670         0.703       178.9  
  2030.75        1931.85         34.84         29.2           0.696         0.635       178.9  
  2031.00        1931.95         29.79         28.5           0.729         0.664       179.0  
  2031.25        1932.20          0.00         26.0           0.865         0.735       179.0  
  2031.50        1932.44         10.92         22.2           0.870         0.726       179.1  
  2031.75        1932.68         21.82         82.5           0.876         0.717       179.1  
  2032.00        1932.92         31.07         78.8           0.881         0.708       179.2  
  2032.25        1933.04         33.54         75.5           0.886         0.699       179.3  
  2032.50        1933.16         36.14         72.3           0.891         0.690       179.3  
  2032.75        1933.40         37.87         69.1           0.896         0.681       179.4  
  2033.00        1933.65         33.05         65.8           0.901         0.672       179.4  
  2033.25        1933.89         27.28         62.6           0.906         0.663       179.5  
  2033.50        1934.03         25.16         59.3           0.911         0.654       179.5  
  2033.75        1934.13         23.68         56.1           0.916         0.645       179.6  
  2034.00        1934.37         21.68         52.9           0.921         0.636       179.6  
  2034.25        1934.61         22.95         49.6           0.926         0.627       179.7  
  2034.50        1934.86         27.17         46.4           0.930         0.621       179.7  
  2034.75        1935.10         31.04         43.1           0.889         0.639       179.8  
  2035.00        1935.22         39.00         39.9           0.856         0.653       179.8  
  2035.25        1935.34         46.68         36.7           0.824         0.667       179.9  
  2035.50        1935.58         71.53         33.4           0.791         0.681       179.9  
  2035.75        1935.82         39.06         31.1           0.759         0.695       180.0  
