~VERSION INFORMATION 
 VERS. 2.0: CWLS LOG ASCII STANDARD -VERSION 2.0 
 WRAP.  No: SINGLE LINE PER DEPTH STEP
~WELL INFORMATION BLOCK 
#MNEM.UNIT			     DATA			   DESCRIPTION OF MNEMONIC
#----------------------------------------------------------------------
 STRT.m                 445.00                         : Start Depth
 STOP.m                 1150.00                        : Stop  Depth
 STEP.m                 0.25                           : Step  Depth
 NULL.                   -999.25                       : Null value
 COMP.                   PEAK                          : Company Name
 WELL.                   BILABRI DX1                   : Well Name
 PATH.                   Original Path                 : Path Name
 FLD.                    BILABRI                       : Field Name
 LOC.                    BULFORD DOLPHIN               : Location
 PROV.                   Unused                        : Province
 SRVC.                   BAKER HUGHES INTEQ            : Service Company Name
 Date.DD/MM/YYYY         25/12/2005                    : Date
 UWI.                                                  : Unique Well ID
 TIMEZONE.Hrs            0                   : Time zone difference from GMT 
~CURVE INFORMATION
#MNEM.UNIT                 CURVE INFORMATION
#
#----------------------------------------------------------------------#
DEPTH.m                                      :   0 Depth Hole
DRLL_ROP_AVG.m/hr                            :   1 Average ROP
RACLM.Ohm.m                                  :   2 
RPCLM.Ohm.m                                  :   3 
RACHM.Ohm.m                                  :   4 
RPCHM.Ohm.m                                  :   5 
CALFM.in                                     :   6 
NPLFM.pu                                     :   7 
GRAFM.API                                    :   8 
BDCFM.g/cc                                   :   9 
DRHFM.g/cc                                   :   10 
TCDM.degF                                    :   11 
TVD.m                                        :   12 Vertical Depth
#
~Disclaimer
Baker Hughes INTEQ does not guarantee the accuracy  or correctness
of  interpretations  provided  in  or  from this  data. Since  all
interpretations  are  opinions based on measurements, Baker Hughes
INTEQ  shall  under no  circumstances   be  held  responsible  for
consequential damages or any other loss, costs, damages or expenses
incurred  or  sustained  in  connection  with  the use of any such
interpretations. Baker  Hughes INTEQ  disclaims  all expressed and
implied  warranties  related to  its  service which is governed by
Baker Hughes INTEQ's standard terms and conditions.
#
DEPTH             DRLL_ROP_AVG RACLM       RPCLM         RACHM       RPCHM        CALFM        NPLFM        GRAFM        BDCFM        DRHFM         TCDM          TVD          
  744.50         14.63         0.89         0.65         0.73         0.62      -999.25      -999.25        88.93      -999.25      -999.25       106.25       744.49
  744.75         14.80         0.89         0.65         0.72         0.62      -999.25      -999.25        89.56      -999.25      -999.25       106.25       744.74
  745.00         15.15         0.88         0.64         0.67         0.62      -999.25      -999.25        92.91      -999.25      -999.25       106.25       744.99
  745.25         14.92         0.86         0.61         0.64         0.64      -999.25      -999.25        91.73      -999.25      -999.25       106.25       745.24
  745.50         15.19         0.86         0.61         0.62         0.64      -999.25      -999.25       100.45      -999.25      -999.25       106.03       745.49
  745.75         15.01         0.87         0.63         0.66         0.59      -999.25      -999.25       100.45      -999.25      -999.25       106.25       745.74
  746.00         15.05         0.88         0.63         0.68         0.58      -999.25      -999.25        94.30      -999.25      -999.25       106.25       745.99
  746.25         15.09         0.88         0.64         0.69         0.61      -999.25      -999.25        90.39      -999.25      -999.25       106.14       746.24
  746.50         12.29         0.87         0.64         0.69         0.62      -999.25      -999.25        88.78      -999.25      -999.25       106.14       746.49
  746.75         10.48         0.88         0.64         0.70         0.61      -999.25      -999.25        87.01      -999.25      -999.25       106.25       746.74
  747.00          9.46         0.87         0.64         0.68         0.62      -999.25      -999.25        88.25      -999.25      -999.25       106.25       746.99
  747.25          9.79         0.87         0.66         0.70         0.66      -999.25      -999.25        90.84      -999.25      -999.25       106.25       747.24
  747.50         10.88         0.88         0.64         0.70         0.59      -999.25      -999.25        89.66      -999.25      -999.25       106.25       747.49
  747.75         11.98         0.86         0.63         0.69         0.64      -999.25      -999.25        86.92      -999.25      -999.25       106.25       747.74
  748.00         13.60         0.89         0.66         0.71         0.60      -999.25      -999.25        88.07      -999.25      -999.25       106.25       747.99
  748.25         15.70         0.88         0.67         0.73         0.62      -999.25      -999.25        91.61      -999.25      -999.25       106.25       748.24
  748.50         17.93         0.88         0.66         0.72         0.61      -999.25      -999.25        89.38      -999.25      -999.25       106.25       748.49
  748.75         18.04         0.88         0.66         0.71         0.60      -999.25      -999.25        88.59      -999.25      -999.25       106.25       748.74
  749.00         18.16         0.87         0.68         0.78         0.65      -999.25      -999.25        93.79      -999.25      -999.25       106.25       748.99
  749.25         18.47         0.86         0.64         0.69         0.65      -999.25      -999.25        94.69      -999.25      -999.25       105.57       749.24
  749.50         16.82         0.89         0.65         0.75         0.59      -999.25      -999.25        95.47      -999.25      -999.25       106.25       749.49
  749.75         14.78         0.92         0.63         0.71         0.58      -999.25      -999.25        90.36      -999.25      -999.25       106.25       749.74
  750.00         13.71         0.95         0.70         0.72         0.72      -999.25      -999.25        86.28      -999.25      -999.25       106.25       749.99
  750.25         13.92         1.02         0.78         0.84         0.81      -999.25      -999.25        84.21      -999.25      -999.25       106.25       750.24
  750.50         14.13         1.06         0.82         0.84         0.82      -999.25      -999.25        84.26      -999.25      -999.25       106.25       750.49
  750.75         14.56         0.97         0.70         0.78         0.67      -999.25      -999.25        79.82      -999.25      -999.25       106.25       750.74
  751.00         12.79         0.96         0.70         0.77         0.68      -999.25      -999.25        81.68      -999.25      -999.25       106.25       750.99
  751.25         10.91         0.95         0.69         0.77         0.68      -999.25      -999.25        90.50      -999.25      -999.25       106.25       751.24
  751.50         10.72         0.94         0.69         0.76         0.68      -999.25      -999.25        84.49      -999.25      -999.25       106.25       751.49
  751.75         10.52         0.93         0.68         0.75         0.67      -999.25      -999.25        85.27      -999.25      -999.25       106.25       751.74
  752.00         10.96         0.92         0.68         0.75         0.67      -999.25      -999.25        84.96      -999.25      -999.25       106.25       751.99
  752.25         12.27         0.92         0.67         0.74         0.66      -999.25      -999.25        84.65      -999.25      -999.25       106.25       752.24
  752.50         11.89         0.91         0.67         0.73         0.66      -999.25      -999.25        84.33      -999.25      -999.25       106.25       752.49
  752.75         13.66         0.90         0.66         0.72         0.65      -999.25      -999.25        84.02      -999.25      -999.25       106.25       752.74
  753.00         14.54         0.89         0.66         0.72         0.65      -999.25      -999.25        83.71      -999.25      -999.25       106.25       752.99
  753.25         15.42         0.89         0.65         0.71         0.64      -999.25      -999.25        83.39      -999.25      -999.25       106.25       753.24
  753.50         17.82         0.88         0.65         0.70         0.64      -999.25      -999.25        83.08      -999.25      -999.25       106.25       753.49
  753.75         20.52         0.87         0.64         0.70         0.63      -999.25      -999.25        82.77      -999.25      -999.25       106.25       753.74
  754.00         20.18         0.87         0.64         0.69         0.63      -999.25      -999.25        82.46      -999.25      -999.25       106.25       753.99
  754.25         19.17         0.87         0.64         0.69         0.64      -999.25      -999.25        84.09      -999.25      -999.25       106.25       754.24
  754.50         18.16         0.87         0.64         0.70         0.63      -999.25      -999.25        81.53      -999.25      -999.25       106.25       754.49
  754.75         17.45         0.86         0.63         0.69         0.60      -999.25      -999.25        83.84      -999.25      -999.25       106.25       754.74
  755.00         17.00         0.96         0.72         0.73         0.66      -999.25      -999.25        83.26      -999.25      -999.25       106.25       754.99
  755.25         17.47         1.08         0.85         0.88         0.93      -999.25      -999.25        79.40      -999.25      -999.25       106.25       755.24
  755.50         17.14         1.08         0.80         0.84         0.83      -999.25      -999.25        74.76      -999.25      -999.25       106.25       755.49
  755.75         18.00         1.09         0.76         0.81         0.74      -999.25      -999.25        78.82      -999.25      -999.25       106.25       755.74
  756.00         18.86         1.09         0.75         0.80         0.70      -999.25      -999.25        77.07      -999.25      -999.25       106.25       755.99
  756.25         18.93         1.09         0.81         0.84         0.85      -999.25      -999.25        78.26      -999.25      -999.25       106.25       756.24
  756.50         19.71         1.10         0.83         0.87         0.91      -999.25      -999.25        76.11      -999.25      -999.25       106.25       756.49
  756.75         18.91         1.10         0.85         0.88         0.91      -999.25      -999.25        75.24      -999.25      -999.25       106.25       756.74
  757.00         19.91         1.09         0.85         0.89         0.92      -999.25      -999.25        75.22      -999.25      -999.25       106.25       756.99
  757.25         13.01         1.07         0.83         0.87         0.90      -999.25      -999.25        74.51      -999.25      -999.25       106.25       757.24
  757.50          6.11         1.01         0.72         0.78         0.70      -999.25      -999.25        80.72      -999.25      -999.25       106.25       757.49
  757.75         14.04         0.97         0.68         0.75         0.64      -999.25      -999.25        81.76      -999.25      -999.25       106.25       757.74
  758.00         21.30         0.95         0.67         0.74         0.64      -999.25      -999.25        84.85      -999.25      -999.25       106.25       757.99
  758.25         60.53         0.94         0.67         0.73         0.64      -999.25      -999.25        84.27      -999.25      -999.25       106.25       758.24
  758.50         36.83         0.93         0.67         0.73         0.64      -999.25      -999.25        84.78      -999.25      -999.25       106.25       758.49
  758.75         13.13         0.91         0.66         0.72         0.64      -999.25      -999.25        83.92      -999.25      -999.25       106.25       758.74
  759.00         11.44         0.89         0.65         0.72         0.64      -999.25      -999.25        82.80      -999.25      -999.25       106.14       758.99
  759.25         12.78         0.89         0.65         0.71         0.63      -999.25      -999.25        82.38      -999.25      -999.25       106.25       759.24
  759.50         15.33         0.89         0.65         0.71         0.64      -999.25      -999.25        80.23      -999.25      -999.25       106.25       759.49
  759.75         16.53         0.89         0.65         0.71         0.63      -999.25      -999.25        82.39      -999.25      -999.25       106.25       759.74
  760.00         16.39         0.90         0.65         0.70         0.62      -999.25      -999.25        82.62      -999.25      -999.25       106.25       759.99
  760.25         16.25         0.92         0.65         0.71         0.62      -999.25      -999.25        82.70      -999.25      -999.25       106.25       760.24
  760.50         14.88         0.93         0.67         0.72         0.64      -999.25      -999.25        85.06      -999.25      -999.25       106.25       760.49
  760.75         16.50         0.94         0.67         0.72         0.65      -999.25      -999.25        84.95      -999.25      -999.25       106.25       760.74
  761.00         15.76         0.97         0.70         0.75         0.67      -999.25      -999.25        86.74      -999.25      -999.25       106.25       760.99
  761.25         18.14         0.98         0.73         0.79         0.73      -999.25      -999.25        85.64      -999.25      -999.25       106.25       761.24
  761.50         20.52         1.00         0.77         0.81         0.78      -999.25      -999.25        80.89      -999.25      -999.25       106.25       761.49
  761.75         24.68         1.02         0.79         0.82         0.82      -999.25      -999.25        83.29      -999.25      -999.25       106.25       761.74
  762.00         28.99         1.02         0.77         0.84         0.79      -999.25      -999.25        84.35      -999.25      -999.25       106.25       761.99
  762.25         24.05         1.01         0.75         0.80         0.77      -999.25      -999.25        86.56      -999.25      -999.25       106.25       762.24
  762.50         19.63         1.00         0.73         0.78         0.70      -999.25      -999.25        90.15      -999.25      -999.25       106.25       762.49
  762.75         17.94         0.97         0.71         0.76         0.70      -999.25      -999.25        88.26      -999.25      -999.25       106.25       762.74
  763.00         16.25         0.96         0.70         0.75         0.70      -999.25      -999.25        90.46      -999.25      -999.25       106.25       762.99
  763.25         17.56         0.94         0.69         0.74         0.68      -999.25      -999.25        91.47      -999.25      -999.25       106.25       763.24
  763.50         19.39         0.93         0.67         0.73         0.65      -999.25      -999.25        90.80      -999.25      -999.25       106.25       763.49
  763.75         18.23         0.93         0.68         0.73         0.64      -999.25      -999.25        89.46      -999.25      -999.25       106.25       763.74
  764.00         18.63         0.93         0.67         0.75         0.64      -999.25      -999.25        93.16      -999.25      -999.25       106.25       763.99
  764.25         19.02         0.94         0.70         0.75         0.68      -999.25      -999.25        89.97      -999.25      -999.25       106.25       764.24
  764.50         23.54         0.93         0.69         0.76         0.69      -999.25      -999.25        92.11      -999.25      -999.25       106.25       764.49
  764.75         26.27         0.93         0.70         0.76         0.68      -999.25      -999.25        92.55      -999.25      -999.25       106.25       764.74
  765.00         25.98         0.92         0.68         0.72         0.67      -999.25      -999.25        93.67      -999.25      -999.25       106.25       764.99
  765.25         26.27         0.92         0.69         0.72         0.67      -999.25      -999.25        91.32      -999.25      -999.25       106.25       765.24
  765.50         25.91         0.91         0.68         0.71         0.66      -999.25      -999.25        89.71      -999.25      -999.25       106.25       765.49
  765.75         25.55         0.90         0.67         0.73         0.66      -999.25      -999.25        90.91      -999.25      -999.25       106.25       765.74
  766.00         19.79         0.90         0.66         0.73         0.65      -999.25      -999.25        93.58      -999.25      -999.25       106.25       765.99
  766.25         20.88         0.90         0.66         0.72         0.63      -999.25      -999.25        92.09      -999.25      -999.25       106.25       766.24
  766.50         17.05         0.90         0.67         0.71         0.65      -999.25      -999.25        89.03      -999.25      -999.25       106.25       766.49
  766.75         17.11         0.89         0.66         0.71         0.65      -999.25      -999.25        92.48      -999.25      -999.25       106.25       766.74
  767.00         17.18         0.89         0.67         0.71         0.66      -999.25      -999.25        91.00      -999.25      -999.25       106.25       766.99
  767.25         21.16         0.90         0.67         0.72         0.64      -999.25      -999.25        93.77      -999.25      -999.25       106.25       767.24
  767.50         23.38         0.90         0.68         0.74         0.64      -999.25      -999.25        93.20      -999.25      -999.25       106.25       767.49
  767.75         23.91         0.90         0.67         0.74         0.64      -999.25      -999.25        94.11      -999.25      -999.25       106.25       767.74
  768.00         22.23         0.89         0.67         0.73         0.65      -999.25      -999.25        90.22      -999.25      -999.25       106.25       767.99
  768.25         23.12         0.89         0.67         0.75         0.66      -999.25      -999.25        92.09      -999.25      -999.25       106.25       768.24
  768.50         24.01         0.89         0.67         0.72         0.67      -999.25      -999.25        87.37      -999.25      -999.25       106.25       768.49
  768.75         19.37         0.89         0.66         0.70         0.63      -999.25      -999.25        90.34      -999.25      -999.25       106.25       768.74
  769.00         18.05         0.90         0.66         0.70         0.64      -999.25      -999.25        93.09      -999.25      -999.25       106.25       768.99
  769.25         18.48         0.90         0.68         0.72         0.65      -999.25      -999.25        91.51      -999.25      -999.25       106.25       769.24
  769.50         16.94         0.91         0.68         0.76         0.66      -999.25      -999.25        93.66      -999.25      -999.25       106.25       769.49
  769.75         17.06         0.90         0.68         0.72         0.67      -999.25      -999.25        93.44      -999.25      -999.25       106.25       769.74
  770.00         17.18         0.89         0.66         0.74         0.66      -999.25      -999.25        93.23      -999.25      -999.25       106.25       769.99
  770.25         16.58         0.90         0.69         0.75         0.67      -999.25      -999.25        92.55      -999.25      -999.25       106.25       770.24
  770.50         15.97         0.90         0.69         0.73         0.68      -999.25      -999.25        93.05      -999.25      -999.25       106.25       770.49
  770.75         16.97         0.92         0.70         0.79         0.65      -999.25      -999.25        93.08      -999.25      -999.25       106.25       770.74
  771.00         17.04         0.91         0.71         0.78         0.66      -999.25      -999.25        90.94      -999.25      -999.25       106.25       770.99
  771.25         17.11         0.89         0.66         0.69         0.65      -999.25      -999.25        91.59      -999.25      -999.25       106.25       771.24
  771.50         20.39         0.88         0.66         0.70         0.64      -999.25      -999.25        88.03      -999.25      -999.25       106.25       771.49
  771.75         21.30         0.88         0.65         0.72         0.64      -999.25      -999.25        85.91      -999.25      -999.25       106.25       771.74
  772.00         20.75         0.87         0.65         0.70         0.61      -999.25      -999.25        87.62      -999.25      -999.25       106.25       771.99
  772.25         21.46         0.87         0.64         0.72         0.61      -999.25      -999.25        91.19      -999.25      -999.25       106.25       772.24
  772.50         22.08         0.86         0.65         0.71         0.62      -999.25      -999.25        88.83      -999.25      -999.25       106.25       772.49
  772.75         22.70         0.86         0.65         0.71         0.62      -999.25      -999.25        88.40      -999.25      -999.25       106.25       772.74
  773.00         22.40         0.86         0.64         0.71         0.63      -999.25      -999.25        83.66      -999.25      -999.25       106.25       772.99
  773.25         23.42         0.86         0.65         0.70         0.62      -999.25      -999.25        83.22      -999.25      -999.25       106.25       773.24
  773.50         21.35         0.86         0.65         0.69         0.62      -999.25      -999.25        89.00      -999.25      -999.25       106.25       773.49
  773.75         20.35         0.84         0.62         0.66         0.60      -999.25      -999.25        90.52      -999.25      -999.25       106.25       773.74
  774.00         19.36         0.83         0.62         0.68         0.58      -999.25      -999.25        91.16      -999.25      -999.25       106.25       773.99
  774.25         18.49         0.84         0.60         0.67         0.57      -999.25      -999.25        88.45      -999.25      -999.25       106.25       774.24
  774.50         18.31         0.88         0.61         0.67         0.56      -999.25      -999.25        86.91      -999.25      -999.25       106.25       774.49
  774.75         17.35         0.90         0.62         0.68         0.60      -999.25      -999.25        95.61      -999.25      -999.25       106.25       774.74
  775.00         15.25         0.94         0.67         0.72         0.61      -999.25      -999.25        93.54      -999.25      -999.25       106.25       774.99
  775.25         15.97         0.96         0.70         0.73         0.66      -999.25      -999.25        96.59      -999.25      -999.25       106.25       775.24
  775.50         16.70         0.98         0.75         0.80         0.80      -999.25      -999.25        94.81      -999.25      -999.25       106.25       775.49
  775.75         16.73         1.04         0.80         0.83         0.88      -999.25      -999.25        95.27      -999.25      -999.25       106.25       775.74
  776.00         16.54         1.11         0.86         0.91         0.90      -999.25      -999.25        94.80      -999.25      -999.25       106.25       775.99
  776.25         17.35         1.21         0.94         0.95         1.02      -999.25      -999.25        93.39      -999.25      -999.25       106.25       776.24
  776.50         17.95         1.22         0.93         0.95         1.00      -999.25      -999.25        96.77      -999.25      -999.25       106.25       776.49
  776.75         18.54         1.23         0.95         1.02         0.98      -999.25      -999.25        98.77      -999.25      -999.25       106.25       776.74
  777.00         16.32         1.24         0.94         1.00         0.95      -999.25      -999.25        98.29      -999.25      -999.25       106.25       776.99
  777.25         16.29         1.24         0.93         0.96         0.94      -999.25      -999.25        96.62      -999.25      -999.25       106.25       777.24
  777.50         16.11         1.22         0.91         1.05         0.97      -999.25      -999.25        92.52      -999.25      -999.25       106.25       777.49
  777.75         17.69         1.22         0.90         0.99         0.95      -999.25      -999.25        92.90      -999.25      -999.25       106.25       777.74
  778.00         17.52         1.23         0.92         1.01         0.96      -999.25      -999.25        96.17      -999.25      -999.25       106.25       777.99
  778.25         17.35         1.22         0.90         1.00         0.89      -999.25      -999.25        94.70      -999.25      -999.25       106.25       778.24
  778.50         16.96         1.20         0.90         0.92         0.93      -999.25      -999.25        95.96      -999.25      -999.25       106.25       778.49
  778.75         16.78         1.19         0.85         0.92         0.84      -999.25      -999.25        92.92      -999.25      -999.25       106.25       778.74
  779.00         14.51         1.20         0.86         0.93         0.77      -999.25      -999.25        92.35      -999.25      -999.25       106.25       778.99
  779.25         13.86         1.17         0.89         0.90         0.91      -999.25      -999.25        93.98      -999.25      -999.25       106.25       779.24
  779.50         12.63         1.18         0.91         0.96         0.90      -999.25      -999.25        92.87      -999.25      -999.25       106.25       779.49
  779.75         11.41         1.11         0.88         0.93         0.92      -999.25      -999.25        92.89      -999.25      -999.25       106.25       779.74
  780.00         11.43         1.17         0.89         0.92         0.87      -999.25      -999.25        92.66      -999.25      -999.25       106.25       779.99
  780.25         13.21         1.17         0.89         0.87         0.90      -999.25      -999.25        93.17      -999.25      -999.25       106.25       780.24
  780.50         15.72         1.18         0.87         0.87         0.96      -999.25      -999.25        93.75      -999.25      -999.25       106.25       780.49
  780.75         17.22         1.06         0.84         0.97         0.97      -999.25      -999.25        94.90      -999.25      -999.25       106.25       780.74
  781.00         18.71         0.83         0.72         0.77         0.91      -999.25      -999.25        96.35      -999.25      -999.25       106.25       780.99
  781.25         21.27         0.77         0.61         0.63         0.71      -999.25      -999.25        92.50      -999.25      -999.25       106.25       781.24
  781.50         20.67         0.76         0.58         0.62         0.62      -999.25      -999.25        85.86      -999.25      -999.25       106.25       781.49
  781.75         18.68         0.71         0.49         0.58         0.42      -999.25      -999.25        84.47      -999.25      -999.25       106.25       781.74
  782.00         18.52         0.64         0.46         0.52         0.42      -999.25      -999.25        81.84      -999.25      -999.25       106.25       781.99
  782.25         18.11         0.59         0.42         0.49         0.40      -999.25      -999.25        82.47      -999.25      -999.25       106.25       782.24
  782.50         17.70         0.58         0.37         0.46         0.30      -999.25      -999.25        82.72      -999.25      -999.25       106.25       782.49
  782.75         18.14         0.62         0.47         0.54         0.42      -999.25      -999.25        85.24      -999.25      -999.25       106.25       782.74
  783.00         17.31         0.66         0.54         0.58         0.54      -999.25      -999.25        85.84      -999.25      -999.25       106.25       782.99
  783.25         19.09         0.69         0.54         0.60         0.52      -999.25      -999.25        83.57      -999.25      -999.25       106.25       783.24
  783.50         19.46         0.70         0.51         0.56         0.47      -999.25      -999.25        87.15      -999.25      -999.25       106.25       783.49
  783.75         19.83         0.70         0.50         0.56         0.46      -999.25      -999.25        85.38      -999.25      -999.25       106.25       783.74
  784.00         20.87         0.71         0.50         0.56         0.43      -999.25      -999.25        84.77      -999.25      -999.25       106.25       783.99
  784.25         20.19         0.72         0.53         0.59         0.51      -999.25      -999.25        84.10      -999.25      -999.25       106.25       784.24
  784.50         16.99         0.72         0.55         0.60         0.54      -999.25      -999.25        88.34      -999.25      -999.25       106.25       784.49
  784.75         15.77         0.74         0.54         0.60         0.50      -999.25      -999.25        85.97      -999.25      -999.25       106.25       784.74
  785.00         15.52         0.75         0.55         0.60         0.50      -999.25      -999.25        86.20      -999.25      -999.25       106.25       784.99
  785.25         15.26         0.75         0.56         0.61         0.53      -999.25      -999.25        82.51      -999.25      -999.25       106.25       785.24
  785.50          4.54         0.78         0.59         0.64         0.56      -999.25      -999.25        82.75      -999.25      -999.25       106.25       785.49
  785.75         14.10         0.79         0.59         0.64         0.56      -999.25      -999.25        83.33      -999.25      -999.25       105.38       785.74
  786.00         28.11         0.80         0.57         0.65         0.50      -999.25      -999.25        86.24      -999.25      -999.25       104.51       785.99
  786.25         44.54         0.79         0.59         0.64         0.54      -999.25      -999.25        88.58      -999.25      -999.25       103.63       786.24
  786.50         60.96         0.79         0.59         0.66         0.57      -999.25      -999.25        86.46      -999.25      -999.25       102.76       786.49
  786.75         71.84         0.79         0.59         0.66         0.55      -999.25      -999.25        89.42      -999.25      -999.25       102.76       786.74
  787.00         24.77         0.80         0.59         0.66         0.55      -999.25      -999.25        87.61      -999.25      -999.25       102.76       786.99
  787.25         30.00         0.80         0.58         0.62         0.54      -999.25      -999.25        87.25      -999.25      -999.25       102.76       787.24
  787.50         50.73         0.80         0.59         0.64         0.56      -999.25      -999.25        87.34      -999.25      -999.25       102.76       787.49
  787.75         63.36         0.80         0.59         0.65         0.56      -999.25      -999.25        87.00      -999.25      -999.25       102.76       787.74
  788.00         75.99         0.80         0.61         0.66         0.57      -999.25      -999.25        84.32      -999.25      -999.25       102.76       787.99
  788.25        106.64         0.80         0.61         0.66         0.59      -999.25      -999.25        88.08      -999.25      -999.25       102.76       788.24
  788.50        112.16         0.80         0.60         0.66         0.58      -999.25      -999.25        89.04      -999.25      -999.25       102.76       788.49
  788.75        115.99         0.81         0.60         0.66         0.57      -999.25      -999.25        88.77      -999.25      -999.25       102.76       788.74
  789.00        111.28         0.82         0.61         0.69         0.57      -999.25      -999.25        89.27      -999.25      -999.25       102.76       788.99
  789.25        106.57         0.84         0.62         0.68         0.58      -999.25      -999.25        92.46      -999.25      -999.25       102.76       789.24
  789.50         91.10         0.85         0.66         0.73         0.66      -999.25      -999.25        93.68      -999.25      -999.25       102.76       789.49
  789.75         72.50         0.86         0.70         0.76         0.72      -999.25      -999.25        95.77      -999.25      -999.25       102.76       789.74
  790.00         50.69         0.85         0.66         0.71         0.63      -999.25      -999.25        92.22      -999.25      -999.25       102.76       789.99
  790.25         36.93         0.84         0.63         0.69         0.60      -999.25      -999.25        91.23      -999.25      -999.25       102.76       790.24
  790.50         33.82         0.84         0.63         0.70         0.57      -999.25      -999.25        89.37      -999.25      -999.25       102.76       790.49
  790.75         30.71         0.83         0.62         0.69         0.59      -999.25      -999.25        89.42      -999.25      -999.25       103.55       790.74
  791.00         26.82         0.82         0.60         0.68         0.56      -999.25      -999.25        88.51      -999.25      -999.25       103.10       790.99
  791.25         20.96         0.81         0.62         0.68         0.57      -999.25      -999.25        87.85      -999.25      -999.25       104.79       791.24
  791.50         20.74         0.81         0.62         0.68         0.58      -999.25      -999.25        90.33      -999.25      -999.25       106.14       791.49
  791.75         24.37         0.80         0.61         0.67         0.59      -999.25      -999.25        90.09      -999.25      -999.25       106.19       791.74
  792.00         22.37         0.81         0.61         0.68         0.57      -999.25      -999.25        90.27      -999.25      -999.25       106.25       791.99
  792.25         20.37         0.80         0.60         0.68         0.58      -999.25      -999.25        86.80      -999.25      -999.25       106.25       792.24
  792.50         19.74         0.80         0.61         0.67         0.57      -999.25      -999.25        88.54      -999.25      -999.25       106.25       792.49
  792.75         17.10         0.81         0.61         0.68         0.56      -999.25      -999.25        89.12      -999.25      -999.25       106.25       792.74
  793.00         16.82         0.80         0.61         0.69         0.59      -999.25      -999.25        88.25      -999.25      -999.25       106.25       792.99
  793.25         17.74         0.80         0.61         0.67         0.57      -999.25      -999.25        90.53      -999.25      -999.25       106.25       793.24
  793.50         18.66         0.80         0.61         0.67         0.57      -999.25      -999.25        94.02      -999.25      -999.25       106.25       793.49
  793.75         20.10         0.81         0.61         0.68         0.57      -999.25      -999.25        90.18      -999.25      -999.25       106.25       793.74
  794.00         21.21         0.81         0.63         0.68         0.60      -999.25      -999.25        92.63      -999.25      -999.25       106.25       793.99
  794.25         24.89         0.80         0.61         0.67         0.60      -999.25      -999.25        92.49      -999.25      -999.25       106.25       794.24
  794.50         25.12         0.81         0.62         0.70         0.57      -999.25      -999.25        89.06      -999.25      -999.25       106.25       794.49
  794.75         25.34         0.81         0.62         0.68         0.59      -999.25      -999.25        88.76      -999.25      -999.25       106.25       794.74
  795.00         25.57         0.81         0.61         0.70         0.58      -999.25      -999.25        90.75      -999.25      -999.25       106.25       794.99
  795.25         26.07         0.82         0.62         0.69         0.58      -999.25      -999.25        88.82      -999.25      -999.25       106.25       795.24
  795.50         27.16         0.82         0.62         0.68         0.58      -999.25      -999.25        91.04      -999.25      -999.25       106.25       795.49
  795.75         29.02         0.81         0.61         0.68         0.59      -999.25      -999.25        93.15      -999.25      -999.25       106.25       795.74
  796.00         30.16         0.81         0.62         0.70         0.62      -999.25      -999.25        91.08      -999.25      -999.25       106.25       795.99
  796.25         31.31         0.82         0.63         0.67         0.61      -999.25      -999.25        91.98      -999.25      -999.25       106.25       796.24
  796.50         31.87         0.82         0.61         0.69         0.59      -999.25      -999.25        88.60      -999.25      -999.25       106.25       796.49
  796.75         33.60         0.82         0.61         0.67         0.56      -999.25      -999.25        87.89      -999.25      -999.25       106.25       796.74
  797.00         28.27         0.82         0.61         0.65         0.56      -999.25      -999.25        88.09      -999.25      -999.25       106.14       796.99
  797.25         24.44         0.83         0.63         0.68         0.57      -999.25      -999.25        87.34      -999.25      -999.25       106.14       797.24
  797.50         23.35         0.82         0.62         0.70         0.60      -999.25      -999.25        85.63      -999.25      -999.25       106.25       797.49
  797.75         22.26         0.82         0.62         0.72         0.61      -999.25      -999.25        87.92      -999.25      -999.25       106.25       797.74
  798.00         22.23         0.83         0.64         0.71         0.63      -999.25      -999.25        89.65      -999.25      -999.25       106.25       797.99
  798.25         22.50         0.82         0.63         0.68         0.62      -999.25      -999.25        89.94      -999.25      -999.25       106.25       798.24
  798.50         23.75         0.83         0.62         0.70         0.57      -999.25      -999.25        88.23      -999.25      -999.25       104.79       798.49
  798.75         24.18         0.83         0.62         0.67         0.59      -999.25      -999.25        87.85      -999.25      -999.25       106.25       798.74
  799.00         24.61         0.82         0.62         0.73         0.61      -999.25      -999.25        90.57      -999.25      -999.25       106.25       798.99
  799.25         25.79         0.83         0.64         0.73         0.59      -999.25      -999.25        93.88      -999.25      -999.25       106.25       799.24
  799.50         24.31         0.82         0.63         0.71         0.60      -999.25      -999.25        93.61      -999.25      -999.25       106.25       799.49
  799.75         23.70         0.82         0.62         0.69         0.58      -999.25      -999.25        91.34      -999.25      -999.25       106.25       799.74
  800.00         23.77         0.84         0.62         0.70         0.58      -999.25      -999.25        92.17      -999.25      -999.25       106.25       799.99
  800.25         23.34         0.85         0.63         0.70         0.59      -999.25      -999.25        92.98      -999.25      -999.25       106.14       800.24
  800.50         22.90         0.88         0.65         0.73         0.61      -999.25      -999.25        93.77      -999.25      -999.25       106.14       800.49
  800.75         23.11         0.92         0.68         0.73         0.67      -999.25      -999.25        92.50      -999.25      -999.25       106.25       800.74
  801.00         23.33         1.18         0.95         1.01         0.90      -999.25      -999.25        83.69      -999.25      -999.25       106.25       800.99
